,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
440_Dataset_440,0.761322786,,,,,,,,,,,,,,0.666666667,,,,,,,,,,,,,,5.33034081,0.735515667,,,1.071714671,0.378686663,,0.264219541,0.506928553,,,,-0.103408469,0.302950663,,-1.80842795,0.307164,,,-1.965404521,0.246677833,,,,,,0.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.6373054,0.41626605,,-0.830976826,0.281207399,,-0.009803263,0.501356933,,0.068000385,0.298557495,,0.370241842,0.589933633,,0.640874167,0.325292106,,,,,,,,,,,,,,,,,,,,,,
441_Dataset_441,0.768854714,,,,,,,,,,,,,,0.666666667,,,,,,,,,,,,,,5.33034081,0.735515667,,,1.41116184,0.378686663,,0.593844632,0.482687787,,,,0.06696939,0.298818684,,-1.80842795,0.307164,,,-1.965404521,0.246677833,,,,,,0.0,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.6373054,0.3482921,,-0.830976826,0.26497615,,0.223829147,0.460598333,,0.276948823,0.298557495,,1.049561648,0.587642883,,0.875153931,0.325292106,,,,,,,,,,,,,,,,,,,,,,
442_Dataset_442,0.792515231,,,,,,,,,,,,,,3.642857143,,,,,,,,,,,,,,2.607854911,0.7363885,,,1.654447269,0.453051737,,-0.947366027,0.499542328,,,,-0.01208197,0.333851866,,-2.164461184,0.25699,,,-1.513936478,0.244199131,,,,,,0.0,0.0,51.0,14.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.625524337,0.450511357,,-0.303840043,0.296654284,,-1.230650537,0.494834357,,0.030779061,0.323605002,,-0.480495747,0.545238286,,0.256820682,0.365980344,,,,,,,,,,,,,,,,,,,,,,
443_Dataset_443,0.563829787,0.484672686,0.284210526,0.0,0.484672686,0.284210526,0.0,0.484672686,0.284210526,0.0,1.327171726,0.680054257,0.273684211,0.343434343,0.084210526,6.950781946,0.610504541,0.263157895,0.338624339,0.610504541,0.263157895,0.338624339,0.610504541,0.263157895,0.338624339,71.57894737,68.0,2.466780999,-0.560225287,75.86549451,0.292732755,7.0,0.288959817,18.76202579,1.453684121,-1.133144202,27.33450903,0.190938478,6.613363924,4.2,-0.076235115,7.107868057,0.986449742,-1.490530269,2.967742581,0.0470161,2.0,-0.663832336,1.244373194,1.052631579,1.0,0.767958722,0.305263158,0.273087071,1.0,5.0,8.0,95.0,6.0,9.0,3.0,5.0,12.5,6.315789474,1.184210526,37.5,62.5,1.014305826,-1.490530269,2.967742581,0.073806273,-0.663832336,1.244373194,1.180752871,-1.348677052,3.17029,0.212002529,0.146167175,1.317205189,2.165993665,-0.560225287,75.86549451,0.287006632,0.288959817,18.76202579,0.484672686,0.284210526,0.0,0.484672686,0.284210526,0.0,0.484672686,0.284210526,0.0,0.601479547,0.368421053,0.192569208,0.601479547,0.368421053,0.192569208,0.601479547,0.368421053,0.192569208,1.923538406,0.622662961,0.326315789,0.235858848
444_Dataset_444,0.488549618,0.843223274,0.196969697,0.603786654,0.843223274,0.196969697,0.603786654,0.843223274,0.196969697,0.603786654,0.995856066,0.54444701,0.416666667,0.109421001,0.03030303,6.416171761,0.843223274,0.196969697,0.603786654,0.843223274,0.196969697,0.603786654,0.843223274,0.196969697,0.603786654,53.78787879,71.0,3.584962501,,,0.432621836,12.0,,,2.629915019,,,0.155210319,15.94420214,6.75,,,0.845350937,,,0.009486961,2.0,,,46.21212121,61.0,0.795650455,0.265151515,0.472120658,2.0,2.0,4.0,132.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,100.0,0.845350937,,,0.009486961,,,3.459431619,,,0.02352216,,,3.584962501,,,0.432621836,,,0.843223274,0.196969697,0.603786654,0.843223274,0.196969697,0.603786654,0.843223274,0.196969697,0.603786654,0.688870931,0.356060606,0.297554348,0.688870931,0.356060606,0.297554348,0.688870931,0.356060606,0.297554348,5.5,0.717501732,0.340909091,0.319743472
446_Dataset_446,0.994974874,0.7105,0.335,0.33,0.7105,0.335,0.33,0.7105,0.335,0.33,1.0,0.6821,0.355,0.29,0.04,,0.8569,0.16,0.68,0.8569,0.16,0.68,0.8569,0.16,0.68,50.0,100.0,1.0,-0.280619697,36.4145,0.0,2.0,0.025954345,14.46708272,1.0,-0.628048914,22.72866667,0.0,,2.0,-0.019073315,6.491909692,1.0,-1.200923304,12.7385,0.0,2.0,-0.099837147,2.573339881,50.0,100.0,0.6827,0.405,0.19,2.0,2.0,8.0,200.0,0.0,0.0,6.0,2.0,25.0,0.0,0.0,75.0,25.0,1.0,-0.758913816,13.7075,0.0,-0.0783626,3.21191417,1.0,-0.558881684,20.5415,0.0,0.00549152,5.307154059,1.0,-0.488212268,33.18275,0.0,0.021236804,9.520737055,0.8687,0.14,0.72,0.8687,0.14,0.72,0.8687,0.14,0.72,0.845,0.155,0.69,0.845,0.155,0.69,0.845,0.155,0.69,0.0,0.97,0.03,0.94
448_Dataset_448,0.647058824,0.851037851,0.166666667,0.625468165,0.851037851,0.166666667,0.625468165,0.851037851,0.166666667,0.625468165,0.934068055,0.565018315,0.35,0.135802469,0.033333333,4.901590985,0.851037851,0.166666667,0.625468165,0.851037851,0.166666667,0.625468165,0.851037851,0.166666667,0.625468165,65.0,78.0,3.584962501,,,0.434671333,12.0,,,2.596060498,,,0.190564259,12.62301886,6.5,,,0.881290899,,,0.041921639,2.0,,,35.0,42.0,0.815430403,0.241666667,0.459962756,2.0,2.0,4.0,120.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,100.0,0.881290899,,,0.041921639,,,3.321928095,,,0.095099805,,,3.584962501,,,0.434671333,,,0.5,0.35,0.0,0.5,0.35,0.0,0.5,0.35,0.0,0.836996337,0.175,0.608938547,0.836996337,0.175,0.608938547,0.836996337,0.175,0.608938547,5.259911279,0.742216117,0.291666667,0.317738791
450_Dataset_450,0.996197719,0.956820623,0.011363636,0.916946309,0.956820623,0.011363636,0.916946309,0.956820623,0.011363636,0.916946309,0.373231552,0.938560687,0.041666667,0.744005642,0.018939394,8.934587544,0.917722879,0.015151515,0.886573577,0.917722879,0.015151515,0.886573577,0.917722879,0.015151515,0.886573577,92.8030303,245.0,0.948673807,1.017639277,35.56439394,0.041773786,2.0,0.944469738,13.06009877,0.948673807,0.362350587,22.79069444,0.041773786,21.70978735,2.0,-0.071218922,8.88040691,0.948673807,-0.6604657,12.6257197,0.041773786,2.0,-0.974541276,6.043358664,7.196969697,19.0,0.989044039,0.037878788,0.729563614,2.0,2.0,5.0,264.0,0.0,0.0,3.0,2.0,40.0,0.0,0.0,60.0,40.0,0.948673807,-0.6604657,12.6257197,0.041773786,-0.974541276,6.043358664,0.948673807,0.729878182,20.1819697,0.041773786,-0.183585228,7.537763297,0.948673807,1.017639277,35.56439394,0.041773786,0.944469738,13.06009877,0.911922664,0.034090909,0.750838926,0.911922664,0.034090909,0.750838926,0.911922664,0.034090909,0.750838926,0.941245972,0.018939394,0.861577181,0.941245972,0.018939394,0.861577181,0.941245972,0.018939394,0.861577181,0.0,0.941245972,0.018939394,0.861577181
451_Dataset_451,0.609218437,0.850152311,0.128,0.732995127,0.998039406,0.012,0.975761101,0.993494394,0.006,0.987864078,0.990932404,0.850152311,0.128,0.732995127,0.012,2.386250865,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,55.6,278.0,2.85697788,-0.398137092,100.152,0.933764145,10.0,0.446142259,15.456348,1.683839175,-0.449466769,69.54329958,0.415267488,3.054830253,4.25,0.183052416,15.39502739,1.0,-0.500796446,38.93459916,0.00116915,2.0,-0.080037427,15.33370678,44.4,222.0,0.997812561,0.02,0.959674818,2.0,2.0,6.0,500.0,32.0,32.0,2.0,4.0,33.33333333,6.4,1.066666667,33.33333333,66.66666667,1.0,-0.500796446,38.93459916,0.00116915,-0.080037427,15.33370678,1.194539645,-0.449466769,69.54329958,0.310869171,0.183052416,15.39502739,2.85697788,-0.398137092,100.152,0.933764145,0.446142259,15.456348,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.946626483,0.118,0.766613924,0.98849569,0.016,0.967564061,0.98849569,0.016,0.967564061,3.862210075,0.977080498,0.022,0.955622257
452_Dataset_452,0.197183099,0.753851947,0.49122807,0.282051282,0.753851947,0.49122807,0.282051282,0.753851947,0.49122807,0.282051282,2.475263409,0.690633607,0.49122807,0.282051282,0.028070175,5.134211073,0.735004607,0.459649123,0.363416256,0.735004607,0.459649123,0.363416256,0.735004607,0.459649123,0.363416256,41.40350877,118.0,6.569855608,-0.583872093,75.86549451,1.277194461,95.0,0.285817087,18.69292049,2.601224879,-1.135921884,27.33450903,0.482111735,4.395481357,22.0,-0.075358295,7.081738683,0.986449742,-1.480283003,2.967742581,0.017799696,2.0,-0.656451952,1.239888952,7.368421053,21.0,0.790749318,0.512280702,0.326044704,1.0,7.0,8.0,285.0,18.0,27.0,3.0,5.0,12.5,6.315789474,1.184210526,37.5,62.5,1.055745223,-1.480283003,2.967742581,0.033931334,-0.656451952,1.239888952,1.424297083,-1.343610555,3.17029,0.316726392,0.144559979,1.312406612,5.323632331,-0.583872093,75.86549451,1.09567748,0.285817087,18.69292049,0.496260459,0.585964912,0.0,0.496260459,0.585964912,0.0,0.496260459,0.585964912,0.0,0.469755784,0.729824561,-0.036073826,0.469755784,0.729824561,-0.036073826,0.469755784,0.729824561,-0.036073826,40.85339643,0.498797481,0.726315789,0.036202643
453_Dataset_453,0.375,0.484313064,0.421052632,0.0,0.484313064,0.421052632,0.0,0.484313064,0.421052632,0.0,1.681943147,0.507442815,0.456140351,-0.001351351,0.192982456,6.221690519,0.484313064,0.421052632,0.0,0.484313064,0.421052632,0.0,0.484313064,0.421052632,0.0,57.89473684,33.0,2.993518124,14.35234549,2315386.25,0.414951132,10.0,3.574698711,3137984.792,1.949267105,3.901528002,607880.1765,0.270335392,6.210550894,5.571428571,1.282831997,788385.2173,0.831474388,-0.162595745,16569.94737,0.063417499,2.0,0.07721512,2094.432197,1.754385965,1.0,0.491433775,0.631578947,-0.021403683,1.0,5.0,11.0,57.0,1.0,1.0,4.0,7.0,9.090909091,1.754385965,0.159489633,36.36363636,63.63636364,0.939416058,0.02967017,23508.36404,0.075135035,0.201419809,2920.391772,2.099256683,0.708181129,49782.25439,0.326298181,0.739707078,6730.822511,2.770904633,10.96673271,1750349.911,0.412742642,2.907369103,2355504.438,0.540354846,0.50877193,-0.02037037,0.540354846,0.50877193,-0.02037037,0.540354846,0.50877193,-0.02037037,0.503664216,0.561403509,0.002188184,0.503664216,0.561403509,0.002188184,0.503664216,0.561403509,0.002188184,2.992052966,0.518134231,0.543859649,0.058604156
454_Dataset_454,0.8304705,0.732224137,0.084328358,0.441831318,0.732224137,0.084328358,0.441831318,0.732224137,0.084328358,0.441831318,0.540097859,0.846321668,0.093283582,0.0,0.012686567,49.97816807,0.737992317,0.082089552,0.454209511,0.737992317,0.082089552,0.454209511,0.737992317,0.082089552,0.454209511,90.67164179,1215.0,2.425668853,8.032490621,4534.612687,0.010806676,7.0,2.465638904,2094.191124,2.425668853,2.141222275,637.4240551,0.010806676,223.4602225,5.0,0.833588999,324.9296679,2.425668853,0.252389539,0.268773881,0.010806676,3.0,-1.866389107,0.025192884,4.253731343,57.0,0.950515053,0.159701493,0.423868974,0.0,3.0,17.0,1340.0,20.0,20.0,15.0,2.0,0.0,1.492537313,0.087796313,88.23529412,11.76470588,2.425668853,0.630420677,0.966370149,0.010806676,0.48611804,0.060564749,2.425668853,1.09297913,203.2253731,0.010806676,0.956409041,116.5760527,2.425668853,3.550029422,635.3134328,0.010806676,1.51727489,376.4008045,0.852488891,0.076119403,0.441641577,0.852488891,0.076119403,0.441641577,0.852488891,0.076119403,0.441641577,0.762424,0.094776119,0.449469462,0.762424,0.094776119,0.449469462,0.762424,0.094776119,0.449469462,2.828427125,0.760472387,0.085074627,0.478549387
455_Dataset_455,0.622222222,0.864622305,0.238916256,0.546332135,0.864622305,0.238916256,0.546332135,0.864622305,0.238916256,0.546332135,1.327942365,0.850342351,0.337438424,0.426943603,0.019704433,3.427487027,0.872831637,0.204433498,0.616209013,0.872831637,0.204433498,0.616209013,0.872831637,0.204433498,0.616209013,62.56157635,254.0,1.5919635,0.541203512,2979.413793,0.387439064,5.0,1.034079428,847.0043282,1.5919635,-0.404700341,565.7052182,0.387439064,3.108939053,4.0,0.49034922,167.5106077,1.5919635,-1.200342048,15.51970443,0.387439064,3.0,0.020911503,2.803358816,17.98029557,73.0,0.856531535,0.334975369,0.442988429,0.0,3.0,8.0,406.0,14.0,14.0,6.0,2.0,0.0,3.448275862,0.431034483,75.0,25.0,1.5919635,-0.915740868,21.51585576,0.387439064,0.177895695,3.512392713,1.5919635,-0.66070875,90.50184113,0.387439064,0.481375321,23.29238175,1.5919635,0.415221728,890.9381158,0.387439064,0.779117347,290.4429258,0.872122486,0.275862069,0.505007402,0.872122486,0.275862069,0.505007402,0.872122486,0.275862069,0.505007402,0.847603807,0.194581281,0.631769285,0.847603807,0.194581281,0.631769285,0.847603807,0.194581281,0.631769285,1.414213562,0.762511365,0.275862069,0.48083027
456_Dataset_456,-603.1565934,,,,,,,,,,,,,,0.010958904,,,,,,,,,,,,,,-0.687102902,9132.161644,,31.0,-0.331445555,817.8820871,,-0.687102902,9132.161644,,,16.33333333,-0.331445555,817.8820871,,-0.687102902,9132.161644,,7.0,-0.331445555,817.8820871,,,,,,0.0,0.0,4.0,365.0,30.0,30.0,1.0,3.0,0.0,8.219178082,2.054794521,25.0,75.0,,-0.687102902,9132.161644,,-0.331445555,817.8820871,,-0.687102902,9132.161644,,-0.331445555,817.8820871,,-0.687102902,9132.161644,,-0.331445555,817.8820871,,,,,,,,,,,,,,,,,,,12.85820101,,,
457_Dataset_457,0.730769231,0.820582011,0.222222222,0.667351129,0.820582011,0.222222222,0.667351129,0.820582011,0.222222222,0.667351129,1.785227892,0.680440917,0.407407407,0.33258427,0.111111111,,0.820582011,0.222222222,0.667351129,0.820582011,0.222222222,0.667351129,0.820582011,0.222222222,0.667351129,44.44444444,12.0,,9.996378091,10.45555556,,4.0,2.864042979,10.77241253,,6.546042496,6.348888889,,,4.0,2.369899093,6.870960412,,3.095706901,2.242222222,,4.0,1.875755206,2.96950829,7.407407407,2.0,0.80356261,0.407407407,0.370762712,0.0,4.0,3.0,27.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,66.66666667,33.33333333,,3.095706901,2.242222222,,1.875755206,2.96950829,,6.546042496,6.348888889,,2.369899093,6.870960412,,9.996378091,10.45555556,,2.864042979,10.77241253,0.748201058,0.407407407,0.352941176,0.748201058,0.407407407,0.352941176,0.748201058,0.407407407,0.352941176,0.792857143,0.259259259,0.610309278,0.792857143,0.259259259,0.610309278,0.792857143,0.259259259,0.610309278,0.0,0.849700176,0.185185185,0.71875
458_Dataset_458,0.996428571,0.93883647,0.083234245,0.878592022,0.93883647,0.083234245,0.878592022,0.93883647,0.083234245,0.878592022,1.787416049,0.748706303,0.441141498,0.339267714,0.084423306,,0.938943456,0.083234245,0.878602537,0.938943456,0.083234245,0.878602537,0.938943456,0.083234245,0.878602537,37.69322235,317.0,,21.23171723,77.36028537,,4.0,4.087186737,31.07172642,,2.35912946,10.12524206,,,4.0,1.114702112,5.356526084,,-0.790261586,0.44470868,,4.0,-0.040708921,0.804510317,6.539833532,55.0,0.995607317,0.014268728,0.979222897,0.0,4.0,71.0,841.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,98.5915493,1.408450704,,0.361678144,3.127229489,,0.703817248,2.520372968,,1.41412298,5.030915577,,1.032253904,3.902639767,,2.44238365,11.93638526,,1.33973458,6.207934169,0.945845603,0.105826397,0.845654662,0.945845603,0.105826397,0.845654662,0.945845603,0.105826397,0.845654662,0.886445192,0.155766944,0.772609814,0.886445192,0.155766944,0.772609814,0.886445192,0.155766944,0.772609814,0.0,0.993547248,0.011890606,0.982698998
459_Dataset_459,0.658536585,0.791715629,0.21686747,0.570195627,0.791715629,0.21686747,0.570195627,0.791715629,0.21686747,0.570195627,0.991501787,0.753231492,0.240963855,0.529745042,0.048192771,4.528138504,0.752350176,0.240963855,0.51995373,0.752350176,0.240963855,0.51995373,0.752350176,0.240963855,0.51995373,55.42168675,46.0,1.282953114,-1.240333365,147.0722892,0.281849839,3.0,0.025082469,75.88386234,1.129631701,-1.240333365,147.0722892,0.218964545,4.158970833,2.333333333,0.025082469,75.88386234,0.976310287,-1.240333365,147.0722892,0.156079251,2.0,0.025082469,75.88386234,44.57831325,37.0,0.849001175,0.21686747,0.565697674,2.0,2.0,4.0,83.0,0.0,0.0,1.0,3.0,50.0,0.0,0.0,25.0,75.0,0.976310287,-1.240333365,147.0722892,0.156079251,0.025082469,75.88386234,1.129631701,-1.240333365,147.0722892,0.218964545,0.025082469,75.88386234,1.282953114,-1.240333365,147.0722892,0.281849839,0.025082469,75.88386234,0.663043478,0.361445783,0.231955583,0.663043478,0.361445783,0.231955583,0.663043478,0.361445783,0.231955583,0.760575793,0.253012048,0.499856528,0.760575793,0.253012048,0.499856528,0.760575793,0.253012048,0.499856528,0.577350269,0.783490012,0.240963855,0.522439586
461_Dataset_461,0.616161616,0.989852867,0.01,0.974924774,0.989852867,0.01,0.974924774,0.989852867,0.01,0.974924774,0.841464636,0.989852867,0.01,0.974924774,0.07,16.60529594,0.989852867,0.01,0.974924774,0.989852867,0.01,0.974924774,0.989852867,0.01,0.974924774,73.0,73.0,1.003372986,14.5269302,189.0231,0.132928177,6.0,3.290817926,294.244598,0.744151044,6.348070082,74.82413333,0.050674474,13.68492885,3.0,1.9396714,101.2340594,0.286396957,-0.061751587,3.3693,0.000829511,2.0,0.646500183,1.629012997,27.0,27.0,0.988330797,0.05,0.87745098,3.0,2.0,7.0,100.0,0.0,0.0,3.0,4.0,42.85714286,0.0,0.0,42.85714286,57.14285714,0.286396957,-0.061751587,3.3693,0.000829511,0.646500183,1.629012997,0.942683189,4.579031633,32.08,0.018265734,1.881696092,7.828567215,1.003372986,14.5269302,189.0231,0.132928177,3.290817926,294.244598,0.989852867,0.01,0.974924774,0.989852867,0.01,0.974924774,0.989852867,0.01,0.974924774,0.948756976,0.05,0.871663244,0.948756976,0.05,0.871663244,0.948756976,0.05,0.871663244,2.0,0.653729072,0.25,0.326508621
462_Dataset_462,0.590909091,0.502933057,0.391304348,0.088105727,0.502933057,0.391304348,0.088105727,0.502933057,0.391304348,0.088105727,1.149229762,0.602139406,0.347826087,0.261044177,0.217391304,15.16542636,0.602139406,0.347826087,0.261044177,0.602139406,0.347826087,0.261044177,0.602139406,0.347826087,0.261044177,69.56521739,16.0,1.214295263,0.293125401,69.56521739,0.120464153,3.0,-0.653705821,7.057079533,0.733995924,0.293125401,69.56521739,0.075779588,8.685931834,2.25,-0.653705821,7.057079533,0.0,0.293125401,69.56521739,0.0,1.0,-0.653705821,7.057079533,8.695652174,2.0,0.705486542,0.217391304,0.467592593,1.0,3.0,5.0,23.0,0.0,0.0,1.0,4.0,20.0,0.0,0.0,20.0,80.0,0.0,0.293125401,69.56521739,0.0,-0.653705821,7.057079533,0.987692509,0.293125401,69.56521739,0.106874611,-0.653705821,7.057079533,1.214295263,0.293125401,69.56521739,0.120464153,-0.653705821,7.057079533,0.463250518,0.304347826,0.0,0.463250518,0.304347826,0.0,0.463250518,0.304347826,0.0,0.575396825,0.391304348,0.130252101,0.575396825,0.391304348,0.130252101,0.575396825,0.391304348,0.130252101,0.957427108,0.613181504,0.434782609,0.087301587
463_Dataset_463,0.731843575,0.488387097,0.138888889,0.0,0.488387097,0.138888889,0.0,0.488387097,0.138888889,0.0,0.581321499,0.588516129,0.138888889,0.0,0.177777778,36.04673879,0.51316129,0.144444444,0.042944785,0.51316129,0.144444444,0.042944785,0.51316129,0.144444444,0.042944785,86.11111111,155.0,2.770144901,4.616904429,70.67833333,0.060953077,10.0,0.782908672,11.16905279,0.714066694,0.950816011,32.23291111,0.016126882,43.27803835,2.703703704,0.50568718,5.51389436,0.049614073,-0.658037223,1.606888889,7.95e-06,2.0,0.171261404,0.066402269,13.88888889,25.0,0.68,0.183333333,0.163380282,23.0,2.0,32.0,180.0,0.0,0.0,5.0,27.0,71.875,0.0,0.0,15.625,84.375,0.286396957,-0.488831625,2.412,0.00120142,0.219216045,0.350206364,0.558910794,0.44022859,26.02222222,0.007388154,0.574602571,5.559184414,0.77263015,2.645757357,65.15916667,0.031937115,0.757700621,10.65493733,0.503741935,0.177777778,0.028667791,0.503741935,0.177777778,0.028667791,0.503741935,0.177777778,0.028667791,0.419354839,0.244444444,-0.136298422,0.419354839,0.244444444,-0.136298422,0.419354839,0.244444444,-0.136298422,1.957526202,0.601935484,0.194444444,0.200507614
464_Dataset_464,0.995983936,0.830336,0.176,0.648,0.830336,0.176,0.648,0.830336,0.176,0.648,1.0,0.836768,0.184,0.632,0.012,,0.830336,0.176,0.648,0.830336,0.176,0.648,0.830336,0.176,0.648,50.0,125.0,,-0.567899775,0.504361927,,2.0,-0.088125174,0.489495907,,-0.878916742,0.215801983,,,2.0,-0.14865085,0.372159318,,-1.189933708,-0.072757962,,2.0,-0.209176527,0.254822728,50.0,125.0,0.933504,0.16,0.68,1.0,2.0,3.0,250.0,0.0,0.0,2.0,1.0,33.33333333,0.0,0.0,66.66666667,33.33333333,,-1.189933708,-0.072757962,,-0.209176527,0.254822728,,-0.878916742,0.215801983,,-0.14865085,0.372159318,,-0.567899775,0.504361927,,-0.088125174,0.489495907,0.826144,0.164,0.672,0.826144,0.164,0.672,0.826144,0.164,0.672,0.824,0.176,0.648,0.824,0.176,0.648,0.824,0.176,0.648,0.0,0.868,0.132,0.736
465_Dataset_465,0.53125,0.623287671,0.175257732,0.404478151,0.623287671,0.175257732,0.404478151,0.623287671,0.175257732,0.404478151,0.807167555,0.669520548,0.206185567,0.334705075,0.113402062,3.187750551,0.623287671,0.175257732,0.404478151,0.623287671,0.175257732,0.404478151,0.623287671,0.175257732,0.404478151,75.25773196,73.0,5.706828404,0.910163421,1986.463918,0.650001447,62.0,0.780877975,83.10066144,2.56889169,-0.720036666,332.025458,0.253209134,9.145335803,17.0,-0.020321797,25.5094476,0.999923333,-1.804438462,0.596556701,2.52e-05,2.0,-0.949160803,0.164692578,24.74226804,24.0,0.826484018,0.309278351,0.364906155,3.0,2.0,11.0,97.0,0.0,0.0,7.0,4.0,27.27272727,0.0,0.0,63.63636364,36.36363636,0.999923333,-1.705822379,2.756907216,2.52e-05,-0.142791142,0.691644117,0.999923333,-1.063832244,19.0,0.109600747,-0.026634937,7.97285181,5.706828404,0.332427249,175.6082474,0.650001447,0.223406134,64.13536412,0.514269406,0.268041237,-0.039571311,0.514269406,0.268041237,-0.039571311,0.514269406,0.268041237,-0.039571311,0.621575342,0.288659794,0.068587106,0.621575342,0.288659794,0.068587106,0.621575342,0.288659794,0.068587106,30.0,0.522545662,0.319587629,0.018282729
467_Dataset_467,0.980392157,0.808888889,0.192307692,0.618208517,0.806695157,0.230769231,0.537777778,0.767407407,0.230769231,0.53640416,0.998932655,0.808888889,0.192307692,0.618208517,0.173076923,,0.808888889,0.192307692,0.618208517,0.808888889,0.192307692,0.618208517,0.808888889,0.192307692,0.618208517,51.92307692,27.0,,16.59695191,1.409138462,,2.0,1.515323646,0.877689797,,8.966130687,0.142318029,,,2.0,-1.896317095,0.492359995,,2.481995377,-0.15745,,2.0,-3.582009127,0.138939847,48.07692308,25.0,0.930014245,0.230769231,0.532233883,1.0,2.0,9.0,52.0,0.0,0.0,8.0,1.0,11.11111111,0.0,0.0,88.88888889,11.11111111,,3.150961625,-0.107282692,,-3.409692191,0.16485605,,9.105779075,-0.041398077,,-2.595332419,0.472071987,,14.17031486,0.119279327,,0.157445814,0.841093377,0.808148148,0.211538462,0.579411765,0.808148148,0.211538462,0.579411765,0.808148148,0.211538462,0.579411765,0.765185185,0.25,0.502941176,0.77037037,0.211538462,0.578171091,0.800740741,0.192307692,0.617083947,0.0,0.704444444,0.288461538,0.414414414
